Tempo(s),EMG_Value
0.004630,4881
0.006135,4257
0.006538,4705
0.007468,4497
0.008462,3360
0.009462,3760
0.010460,4161
0.011460,3600
0.012460,7377
0.013460,4865
0.014461,3488
0.015460,3760
0.016461,4673
0.017459,3536
0.018462,5265
0.019460,3664
0.020461,3936
0.021461,3760
0.022459,3744
0.023461,3968
0.024460,5201
0.025462,3984
0.026459,3664
0.027460,3536
0.028462,4849
0.029460,3856
0.030460,6417
0.031460,5281
0.032462,3360
0.033460,3712
0.034461,3632
0.035458,6369
0.036458,5185
0.037462,4481
0.038459,3888
0.039461,3488
0.040459,3984
0.041460,4673
0.042459,3840
0.043460,3744
0.044459,3728
0.045460,5473
0.046460,4577
0.047460,4000
0.048461,4032
0.049478,3984
0.050461,3552
0.051462,4113
0.052461,3296
0.053458,3648
0.054462,5073
0.055459,4417
0.056459,3920
0.057460,3872
0.058462,3424
0.059460,4753
0.060460,4817
0.061459,3520
0.062461,4497
0.063460,3216
0.064461,4161
0.065458,4849
0.066462,3664
0.067462,4913
0.068460,3776
0.069460,4241
0.070461,3472
0.071460,3984
0.072459,3440
0.073459,5025
0.074462,4769
0.075460,4113
0.076462,4641
0.077461,5409
0.078460,3728
0.079460,3488
0.080463,4257
0.081461,4641
0.082458,3744
0.083460,5329
0.084460,5777
0.085459,4673
0.086460,5809
0.087460,3632
0.088459,4769
0.089461,3584
0.090460,4032
0.091460,4417
0.092460,4048
0.093462,4561
0.094461,3872
0.095460,5633
0.096459,4032
0.097461,3584
0.098460,4465
0.099461,4641
0.100460,3536
0.101460,3664
0.102460,3696
0.103461,3712
0.104461,3808
0.105458,4289
0.106462,3904
0.107460,3648
0.108460,4064
0.109462,3984
0.110460,3680
0.111460,3568
0.112461,4561
0.113474,5969
0.114466,7457
0.115462,4064
0.116462,3712
0.117461,3648
0.118460,4145
0.119460,4129
0.120460,3680
0.121462,3376
0.122462,3808
0.123460,4161
0.124458,3536
0.125461,4305
0.126460,3552
0.127458,3456
0.128463,4289
0.129460,4993
0.130460,4241
0.131460,4257
0.132460,4257
0.133458,4273
0.134460,4609
0.135461,4209
0.136460,4032
0.137461,3728
0.138460,3520
0.139460,3552
0.140459,6305
0.141461,4016
0.142461,3104
0.143460,3504
0.144462,5297
0.145462,3488
0.146460,3872
0.147460,3328
0.148460,6337
0.149461,4080
0.150460,4241
0.151460,4177
0.152460,4016
0.153461,3664
0.154462,4225
0.155458,3616
0.156460,4433
0.157460,4097
0.158462,4353
0.159462,3648
0.160460,3744
0.161462,4064
0.162460,4385
0.163461,3776
0.164462,3984
0.165460,4369
0.166462,3776
0.167460,4545
0.168460,4433
0.169460,3920
0.170460,3456
0.171461,4161
0.172460,4529
0.173460,3552
0.174459,4257
0.175461,4657
0.176460,4481
0.177476,4833
0.178466,4337
0.179461,4113
0.180460,3376
0.181459,3584
0.182461,3520
0.183460,4817
0.184460,3680
0.185461,3552
