Tempo(s),EMG_Value
0.005023,5649
0.006542,4497
0.006921,4689
0.007874,4913
0.008867,5617
0.009865,5057
0.010863,5073
0.011864,6961
0.012862,4913
0.013864,8578
0.014864,4881
0.015863,5441
0.016865,5265
0.017864,7137
0.018865,4865
0.019866,4785
0.020865,4929
0.021862,5105
0.022866,4609
0.023864,6657
0.024864,4801
0.025864,5697
0.026866,4785
0.027864,5425
0.028861,5761
0.029864,5249
0.030865,4561
0.031862,5393
0.032865,5345
0.033865,5441
0.034865,5473
0.035864,5217
0.036864,4769
0.037866,4913
0.038863,4801
0.039864,5121
0.040866,5793
0.041863,4817
0.042864,4881
0.043885,6241
0.044870,4545
0.045866,4401
0.046864,5057
0.047865,5025
0.048865,4657
0.049865,5729
0.050862,6305
0.051866,5697
0.052866,4673
0.053864,5073
0.054864,5121
0.055863,5921
0.056863,5665
0.057864,4897
0.058862,5025
0.059866,4833
0.060863,5825
0.061864,7393
0.062865,5617
0.063866,4593
0.064864,5313
0.065864,5745
0.066864,4833
0.067866,6929
0.068864,6913
0.069866,5473
0.070866,4769
0.071864,5313
0.072863,6705
0.073864,5009
0.074864,4753
0.075864,6113
0.076866,5393
0.077864,4881
0.078864,4689
0.079866,6033
0.080864,4945
0.081862,5025
0.082863,4913
0.083864,4849
0.084865,5345
0.085864,7617
0.086864,5665
0.087864,4913
0.088864,4865
0.089865,5649
0.090865,7137
0.091866,6145
0.092864,5153
0.093863,5073
0.094865,4769
0.095866,5969
0.096865,4913
0.097866,7041
0.098862,7073
0.099864,4753
0.100865,4913
0.101864,5313
0.102864,6817
0.103866,4593
0.104866,4913
0.105866,4545
0.106863,5889
0.107882,6737
0.108873,4737
0.109867,4353
0.110864,4945
0.111863,6097
0.112864,5921
0.113862,5057
0.114863,5185
0.115865,4593
0.116863,4913
0.117864,5633
0.118862,4705
0.119865,4945
0.120863,6529
0.121862,5601
0.122866,4881
0.123862,5185
0.124864,4993
0.125866,6273
0.126864,4945
0.127864,4657
0.128865,5153
0.129864,7729
0.130866,6273
0.131864,5937
0.132864,5249
0.133866,5729
0.134863,5761
0.135864,4945
0.136864,4737
0.137862,6113
0.138865,5857
0.139864,5121
0.140864,5169
0.141866,4993
0.142864,6113
0.143865,4705
0.144865,5761
0.145865,6097
0.146863,5169
0.147865,5137
0.148864,4961
0.149864,6273
0.150864,5425
0.151865,6401
0.152864,5137
0.153864,5041
0.154866,6497
0.155865,5825
0.156866,4945
0.157866,4705
0.158865,4609
0.159863,5041
0.160863,5057
0.161863,5153
0.162864,5297
0.163864,4913
0.164865,5089
0.165866,4705
0.166862,4881
0.167864,6161
0.168863,5169
0.169864,5025
0.170864,4737
0.171883,4801
0.172875,4449
0.173867,4945
0.174866,4737
0.175866,7777
0.176865,5425
0.177863,6865
0.178865,4801
0.179865,5025
0.180864,6481
0.181864,5633
0.182864,5665
0.183866,5041
0.184865,4913
0.185864,4769
0.186865,4785
0.187863,5377
0.188864,5105
0.189864,4769
0.190867,4801
0.191864,5185
0.192865,6161
0.193866,4961
0.194865,4833
0.195865,4993
0.196863,5697
0.197864,6577
0.198864,5793
0.199864,4817
0.200863,5041
0.201863,4961
0.202865,5409
0.203865,4577
0.332276,7617
0.332918,5729
0.333327,4257
0.333703,4705
0.334086,7521
0.334521,6993
0.334895,6401
0.335268,5713
0.335646,5857
0.336038,5777
0.336413,5649
0.336785,5185
0.337166,5633
0.337864,4705
0.338863,5761
0.339863,6273
0.340862,5825
0.341863,5665
0.342862,4961
0.343865,4945
0.344866,5025
0.345865,5121
0.346862,6833
0.347863,5137
0.348866,4561
0.349863,5457
0.350866,6065
0.351865,4929
0.352862,5425
0.353866,4977
0.354864,5041
0.355864,5857
0.356865,7041
0.357865,5537
0.358866,5617
0.359865,5265
0.360864,5793
0.361862,4993
0.362865,5089
0.363881,4449
0.364866,4785
0.365864,5809
0.366864,5649
0.367864,5057
0.368866,5025
0.369863,4369
0.370862,5073
0.371864,4705
0.372864,6097
0.373865,5169
0.374866,5361
0.375864,5073
0.376866,4865
0.377866,6689
0.378864,5281
0.379865,4785
0.380862,5329
0.381865,4977
0.382864,6401
0.383865,4913
0.384864,5121
0.385863,3936
0.386864,5201
0.387864,5121
0.388863,5633
0.389864,5329
0.390864,4913
0.391866,5201
0.392863,8402
0.393865,6193
0.394863,4817
0.395864,4929
0.396864,5441
0.397865,5377
0.398864,5009
0.399864,4849
0.400863,7889
0.401864,6785
0.402863,5777
0.403865,6305
0.404865,5297
0.405864,4849
0.406865,5729
0.407865,5121
0.408864,5105
0.409863,6449
0.410866,5553
0.411865,4929
0.412865,5185
0.413864,5057
0.414867,5889
0.415866,5665
0.416865,5105
0.417864,5281
0.418866,5297
0.419864,5009
0.420864,4945
0.421863,5073
0.422866,4865
0.423864,5297
0.424863,5073
0.425864,5777
0.426866,4929
0.427881,4321
0.428873,4129
0.429866,4673
0.430863,6369
0.431863,6177
0.432863,5217
0.433864,4929
0.434865,5185
0.435865,5041
0.436864,5329
0.437864,5649
0.438862,6737
0.439864,5809
0.440865,6817
0.441864,6545
0.442864,5009
0.443864,4865
0.444865,5953
0.445864,5921
0.446864,5393
0.447864,5233
0.448864,5201
0.449864,5345
0.450863,5841
0.451864,5889
0.452864,5313
0.453863,5457
0.454864,4769
0.455866,5297
0.456865,4641
0.457864,5041
0.458864,5009
0.459864,6433
0.460864,6145
0.461865,5137
0.462864,5985
0.463864,5377
0.464862,7217
0.465864,4625
0.466866,5665
0.467867,6177
0.468866,4945
0.469866,5073
0.470864,4849
0.471863,5953
0.472864,5633
0.473865,5073
0.474864,5105
0.475863,5089
0.476864,5153
0.477864,4753
0.478866,5361
0.479864,5057
0.480864,5649
0.481864,4032
0.482864,5025
0.483865,6097
0.484865,4753
0.485866,4401
0.486864,5057
0.487864,6161
0.488862,5601
0.489866,6273
0.490865,6161
0.491880,5473
0.492867,6977
0.493864,5537
0.494864,5633
0.495866,5217
0.496864,4993
0.497864,5249
0.498866,5937
0.499864,5473
0.500864,4993
0.501866,5425
0.502865,4705
0.503865,6545
0.504864,6705
0.505864,4897
0.506863,5089
0.507865,4945
0.508865,6193
0.509864,7057
0.510864,5985
0.511864,5505
0.512864,5009
0.513865,5409
0.514862,5073
0.515863,5265
0.516862,7697
0.517864,5505
0.518862,5633
0.519863,5297
0.520866,5281
0.521863,6721
0.522865,5169
0.523865,5201
0.683912,4897
0.684680,4433
0.685241,4897
0.685770,5393
0.686301,5297
0.686898,4529
0.687420,4769
0.687950,4385
0.688477,5089
0.689024,6161
0.689547,6609
0.690080,3600
0.690609,3984
0.691142,5969
0.691668,6081
0.692205,4865
0.692735,4225
0.693291,5185
0.693862,4769
0.694864,6849
0.695866,5297
0.696864,5377
0.697865,6609
0.698865,4929
0.699865,5265
0.700864,7137
0.701864,4945
0.702864,5793
0.703865,6273
0.704865,4897
0.705865,4657
0.706864,6049
0.707866,5633
0.708863,4833
0.709867,4833
0.710864,6609
0.711865,5473
0.712866,6529
0.713864,6401
0.714863,8049
0.715864,5473
0.716865,5217
0.717865,5457
0.718867,6513
0.719866,6417
0.720863,4769
0.721865,4945
0.722864,4929
0.723863,5889
0.724864,5505
0.725865,5601
0.726866,4993
0.727865,5121
0.728864,6465
0.729865,4993
0.730866,5569
0.731863,5857
0.732864,5793
0.733864,5489
0.734864,5057
0.735864,4737
0.736864,5601
0.737866,5089
0.738864,5201
0.739865,5665
0.740865,5329
0.741864,4993
0.742866,5441
0.743864,5073
0.744864,6753
0.745863,5089
0.746864,6945
0.747878,4673
0.748867,5169
0.749865,4961
0.750866,5841
0.751866,7217
0.752864,6529
0.753864,4080
0.754865,4993
0.755864,4961
0.756866,6289
0.757865,5249
0.758863,5553
0.759866,6481
0.760862,5313
0.761864,6097
0.762864,5137
0.763864,4929
0.764862,6065
0.765866,5393
0.766864,4785
0.767863,6065
0.768864,6321
0.769866,4577
0.770865,5185
0.771864,5329
0.772865,6545
0.773863,6193
0.774864,4753
0.775864,5441
0.776864,5889
0.777866,6049
0.778864,5969
0.779865,5761
0.780864,4785
0.781863,4961
0.782864,4945
0.783865,6097
0.784865,7201
0.785863,6561
0.786864,5921
0.787865,5185
0.788863,4833
0.789866,4817
0.790862,6673
0.791864,5169
0.792863,5713
0.793866,5217
0.794864,6193
0.795865,6193
0.796862,4225
0.797866,5505
0.798864,6033
0.799865,6049
0.800863,4673
0.801866,4032
0.802864,4865
0.803864,7121
0.804866,5841
0.805864,5809
0.806863,4929
0.807864,5361
0.808863,4577
0.809865,5521
0.810880,5361
0.811872,5169
0.812866,5665
0.813864,7041
0.814866,5393
0.815865,4785
0.816864,4545
0.817864,5025
0.818865,5249
0.819863,4577
0.820866,6881
0.821864,5633
0.822864,5329
0.823864,6417
0.824862,4897
0.825864,5329
0.826866,5585
0.827864,5409
0.828862,6401
0.829864,6241
0.830864,4929
0.831864,4913
0.832864,5249
0.833866,7969
0.834864,5217
0.835865,4961
0.836864,6145
0.837865,6353
0.838864,5201
0.839863,5057
0.840862,4305
0.841862,4193
0.842863,5601
0.843864,5313
0.844864,4833
0.845865,6785
0.846865,5713
0.847863,4929
0.848864,4753
0.849864,5649
0.850864,6497
0.851862,4401
0.852865,5297
0.853863,4977
0.854864,5137
0.855865,5041
0.856865,5969
0.857864,6945
0.858866,5713
0.859866,6033
0.860862,6417
0.861862,4609
0.862864,4705
0.863864,6529
0.864864,5281
0.865864,4929
0.866863,6161
0.867864,7441
0.868862,4481
0.869866,5297
0.870864,5057
0.871866,5025
0.872864,5617
0.873863,5313
0.874876,4417
1.025065,4833
1.025998,4048
1.026707,4849
1.027404,6017
1.028084,6257
1.028831,6033
1.029507,4993
1.030189,4481
1.030871,5009
1.031571,5313
1.032256,4000
1.032941,6529
1.033618,5841
1.034301,4577
1.034988,4113
1.035672,6113
1.036359,5153
1.037068,2784
1.037747,5041
1.038439,6849
1.039128,5777
1.039811,4673
1.040504,3968
1.041195,4305
1.041887,4193
1.042864,5729
1.043864,3984
1.044864,4129
1.045865,6785
1.046863,6465
1.047863,4113
1.048866,4657
1.049863,5169
1.050864,5729
1.051865,6577
1.052865,4785
1.053865,4177
1.054865,4993
1.055863,6721
1.056864,5729
1.057865,4289
1.058864,5905
1.059864,4080
1.060863,6241
1.061865,5857
1.062866,7889
1.063865,5217
1.064865,4497
1.065862,6817
1.066865,5313
1.067881,4257
1.068866,5073
1.069865,4321
1.070862,5745
1.071865,4769
1.072864,5265
1.073866,4305
1.074864,4193
1.075864,5057
1.076864,4369
1.077863,3984
1.078862,5697
1.079864,4849
1.080864,4161
1.081863,5585
1.082864,4753
1.083864,4032
1.084864,5041
1.085864,4801
1.086864,3904
1.087863,5793
1.088864,5745
1.089865,4529
1.090865,5073
1.091865,4577
1.092865,4305
1.093864,4385
1.094866,7345
1.095864,5169
1.096861,4449
1.097866,4225
1.098863,5137
1.099866,5249
1.100863,4433
1.101862,3920
1.102865,4129
1.103864,4481
1.104863,4032
1.105865,3968
1.106864,8177
1.107866,5425
1.108864,6177
1.109862,5665
1.110862,4353
1.111866,4241
1.112864,5137
1.113865,4897
1.114864,5457
1.115864,4465
1.116864,10274
1.117864,6785
1.118863,4225
1.119864,4721
1.120867,5425
1.121865,4177
1.122864,4305
1.123866,5377
1.124864,6577
1.125866,5601
1.126863,4801
1.127864,4048
1.128863,4529
1.129866,5345
1.130862,5393
1.131879,5537
1.132868,5185
1.133864,3904
1.134864,3664
1.135866,7057
1.136862,5153
1.137865,3936
1.138863,5825
1.139866,4625
1.140864,4577
1.141864,4353
1.142864,4993
1.143863,4817
1.144864,4064
1.145866,4529
1.146864,4305
1.147863,5937
1.148863,4257
1.149865,4048
1.150864,4433
1.151865,4529
1.152865,6017
1.153863,4241
1.154864,4753
1.155864,7873
1.156864,3872
1.157865,4817
1.158862,6561
1.159865,5217
1.160865,4657
