Tempo(s),EMG_Value
0.004916,4337
0.006407,2960
0.006792,3248
0.007766,3328
0.008757,3648
0.009756,3808
0.010756,4577
0.011756,3808
0.012754,3792
0.013754,3536
0.014756,4337
0.015756,3904
0.016758,3760
0.017757,4000
0.018757,4032
0.019755,3840
0.020758,3536
0.021758,4401
0.022756,4289
0.023757,3888
0.024756,3584
0.025757,4577
0.026757,3856
0.027754,3760
0.028754,4385
0.029757,5777
0.030758,3680
0.031758,4032
0.032756,3904
0.033757,4097
0.034756,5185
0.035782,4449
0.036765,4289
0.037759,3936
0.038756,3552
0.039756,3808
0.040756,3472
0.041756,4113
0.042756,4577
0.043755,4289
0.044756,3856
0.045756,3376
0.046758,3872
0.047755,3552
0.048758,5153
0.049756,3968
0.050755,5105
0.051756,4273
0.052755,4289
0.053757,4129
0.054756,3712
0.055757,3536
0.056756,4657
0.057757,3488
0.058757,4241
0.059753,3600
0.060758,3728
0.061756,3248
0.062758,3664
0.063755,3504
0.064759,3840
0.065756,3936
0.066757,4129
0.067754,3840
0.068756,3424
0.069758,4193
0.070757,4064
0.071757,3952
0.072757,4705
0.073756,3616
0.074757,3616
0.075756,3904
0.076757,3712
0.077758,3776
0.078757,4193
0.079758,3744
0.080756,3856
0.081756,3600
0.082757,3728
0.083756,4273
0.084758,4769
0.085758,3792
0.086756,4305
0.087757,3536
0.088756,3760
0.089757,3760
0.090757,3472
0.091756,4977
0.092757,4129
0.093757,3760
0.094756,3312
0.095756,3600
0.096756,4145
0.097758,5329
0.098756,3984
0.099774,4705
0.100764,3392
0.101758,4177
0.102758,5089
0.103757,3840
0.104754,3904
0.105756,5633
0.106756,3888
0.107757,3776
0.108756,4785
0.109757,4529
0.110758,3360
0.111758,3472
0.112756,3648
0.113758,3776
0.114756,4433
0.115755,4929
0.116756,4353
0.117758,3728
0.118757,3264
0.119755,3808
0.120757,6577
0.121754,4064
0.122755,4577
0.123755,5281
0.124755,6177
0.125757,3328
0.126756,4369
0.127757,3568
0.128756,3824
0.129756,3888
0.130758,3728
0.131758,4161
0.132756,4817
0.133757,3984
0.134757,4369
0.135757,3920
0.136755,3808
0.137757,3520
0.138755,3472
0.139755,3728
0.140756,4016
0.141755,2656
0.142754,3424
0.143756,4369
0.144755,4273
0.145757,4193
0.146757,3648
0.147755,3664
0.148756,4257
0.149755,4689
0.150759,4177
0.151756,3744
0.152755,3408
0.153757,3376
0.154758,3984
0.155754,3792
0.156756,4289
0.157756,3712
0.158757,3760
0.159757,3664
0.160755,3712
0.161756,3792
0.162755,4064
0.163771,3120
0.164761,3520
0.165758,4385
0.166759,3712
0.167758,3536
0.168757,4897
0.169758,3984
0.170756,3504
0.171757,4225
0.172757,4561
0.173756,4177
0.174756,4753
0.175754,3136
0.176758,3648
0.177756,5297
0.178756,3984
0.179754,2768
0.180756,4161
0.181756,4321
0.182756,3648
0.183757,3760
0.184756,3376
0.185756,3536
0.186756,3376
0.187755,4048
0.188758,3760
0.189756,3408
0.190758,4433
0.191755,3584
0.192756,3280
0.193756,3664
0.194757,4129
0.195756,3792
0.196756,3872
0.197756,4129
0.198756,3712
0.199756,3568
0.200758,4641
0.201758,4705
0.202754,3008
0.203756,3408
0.326762,3216
0.327371,3952
0.327776,3776
0.328150,3552
0.328521,3344
0.328962,3392
0.329331,2816
0.329705,3104
0.330080,3328
0.330467,4257
0.330849,2976
0.331228,3088
0.331606,3200
0.331992,3584
0.332756,4113
0.333757,2896
0.334758,4897
0.335757,3664
0.336757,4369
0.337756,3968
0.338757,4417
0.339757,3632
0.340756,2608
0.341755,5473
0.342757,3888
0.343755,3296
0.344757,4016
0.345758,4016
0.346755,3072
0.347756,2976
0.348755,2720
0.349755,3808
0.350755,3184
0.351758,3424
0.352755,3536
0.353758,3760
0.354756,3936
0.355756,3408
0.356778,3360
0.357762,3872
0.358759,4705
0.359755,2816
0.360756,3120
0.361757,3488
0.362757,3648
0.363756,2816
0.364755,4641
0.365756,3632
0.366755,3680
0.367755,2800
0.368755,3168
0.369756,3040
0.370758,5697
0.371757,3664
0.372757,6961
0.373754,4305
0.374756,3856
0.375758,4080
0.376755,2768
0.377757,4897
0.378756,2960
0.379757,3440
0.380757,3888
0.381756,3616
0.382756,2928
0.383756,4097
0.384757,3248
0.385756,3424
0.386755,3360
0.387757,3584
0.388754,3408
0.389756,3600
0.390755,3104
0.391754,3296
0.392756,3232
0.393754,3120
0.394756,3504
0.395757,3904
0.396758,4064
0.397755,3248
0.398756,2624
0.399756,3232
0.400756,3760
0.401758,3856
0.402758,3760
0.403756,2960
0.404758,3472
0.405755,3424
0.406758,3712
0.407757,3328
0.408755,3232
0.409754,3856
0.410756,3216
0.411756,2816
0.412757,3488
0.413758,3024
0.414758,3888
0.415756,3216
0.416757,3712
0.417757,2992
0.418757,4513
0.419775,5265
0.420765,3920
0.421756,2960
0.422758,3744
0.423755,3280
0.424754,2640
0.425756,2912
0.426756,2992
0.427756,3328
0.428756,5009
0.429754,3648
0.430757,4609
0.431758,3152
0.432757,3168
0.433754,4737
0.434757,3104
0.435757,3072
0.436754,4113
0.437756,2992
0.438757,3296
0.439756,2752
0.440756,2784
0.441758,5169
0.442758,3728
0.443758,3600
0.444756,2800
0.445756,3344
0.446758,3776
0.447756,3152
0.448756,5681
0.449755,3264
0.450756,3840
0.451756,3648
0.452756,2720
0.453755,2992
0.454758,3232
0.455756,4385
0.456758,5265
0.457755,2928
0.458756,2880
0.459756,3680
0.460756,2976
0.461756,3024
0.462755,3056
0.463754,3600
0.464756,4321
0.465757,2896
0.466757,3200
0.467755,3184
0.468756,2736
0.469756,2960
0.470755,4080
0.471755,3728
0.472756,3024
0.473755,3904
0.474757,2784
0.475757,2736
0.476758,4048
0.477758,3312
0.478756,3888
0.479757,2688
0.480756,3424
0.481756,3728
0.482755,3072
0.483774,3216
0.484759,3744
0.485757,3152
0.486756,3376
0.487757,3120
0.488758,3408
0.489757,3328
0.490757,3664
0.491756,3488
0.492756,3328
0.493757,2576
0.494755,2448
0.495754,5473
0.496756,3408
0.497757,3648
0.498755,3840
0.499756,2992
0.500755,2880
0.501756,3344
0.502755,3664
0.503754,2992
0.504756,2656
0.505758,3392
0.506757,4129
0.507756,3536
0.508758,4097
0.509758,2864
0.510755,3040
0.511756,4032
0.512757,2992
0.513758,3248
0.514756,5441
0.515755,2848
0.516758,3024
0.517756,3120
0.676609,3152
0.677422,4641
0.677999,4032
0.678531,4080
0.679060,3632
0.679651,3008
0.680182,2624
0.680705,2720
0.681239,3344
0.681788,3968
0.682313,5921
0.682845,5393
0.683372,5697
0.683907,3936
0.684435,4129
0.684969,2992
0.685497,4225
0.686055,2784
0.686756,3440
0.687755,2800
0.688757,2880
0.689756,3360
0.690757,3888
0.691756,4417
0.692757,3504
0.693756,3072
0.694757,3840
0.695757,2720
0.696754,2480
0.697755,2688
0.698755,3008
0.699758,3120
0.700756,4225
0.701755,4273
0.702758,2752
0.703756,2448
0.704758,3200
0.705758,2944
0.706758,2848
0.707754,2736
0.708755,3600
0.709756,2720
0.710756,4609
0.711758,4337
0.712755,3936
0.713756,3504
0.714754,3536
0.715756,3248
0.716757,4641
0.717756,3120
0.718753,3376
0.719754,3664
0.720756,3360
0.721754,3120
0.722757,2896
0.723756,2624
0.724756,3472
0.725757,2960
0.726757,3200
0.727756,3888
0.728755,3888
0.729756,3792
0.730756,3008
0.731756,2752
0.732756,3152
0.733756,2736
0.734755,2880
0.735756,2592
0.736754,3152
0.737758,2624
0.738756,2496
0.739756,4032
0.740777,4032
0.741763,3872
0.742759,3488
0.743756,2912
0.744754,4161
0.745754,3904
0.746756,3184
0.747758,3072
0.748756,2576
0.749756,2832
0.750757,4289
0.751756,3680
0.752757,3312
0.753755,3664
0.754757,4032
0.755758,2592
0.756757,3024
0.757756,4097
0.758756,3632
0.759756,3536
0.760757,2832
0.761757,3008
0.762756,3232
0.763755,2976
0.764758,3728
0.765758,3680
0.766756,2640
0.767757,2672
0.768755,3376
0.769757,3168
0.770756,3168
0.771757,3168
0.772756,2640
0.773755,3376
0.774756,3088
0.775756,3328
0.776756,2992
0.777756,2896
0.778756,2880
0.779756,3424
0.780757,3104
0.781756,4833
0.782755,3840
0.783756,3840
0.784755,2768
0.785756,4705
0.786754,2944
0.787754,6113
0.788758,4545
0.789756,3232
0.790756,3264
0.791755,2608
0.792757,2864
0.793756,2960
0.794757,3104
0.795756,3552
0.796756,3520
0.797756,3104
0.798757,3104
0.799757,2960
0.800756,3584
0.801757,3600
0.802757,3584
0.803758,2720
0.804773,4705
0.805764,3552
0.806756,3248
0.807758,2960
0.808758,3008
0.809755,2752
0.810756,2784
0.811757,3712
0.812754,3600
0.813756,3184
0.814758,4193
0.815757,5969
0.816758,5473
0.817756,3376
0.818756,3024
0.819758,2688
0.820756,2960
0.821757,4513
0.822756,3920
0.823756,3152
0.824755,4048
0.825757,3296
0.826756,2656
0.827756,4433
0.828756,4161
0.829756,3264
0.830756,3008
0.831756,2624
0.832754,3088
0.833758,3408
0.834755,2784
0.835756,3184
0.836755,2560
0.837755,2752
0.838757,2560
0.839756,2640
0.840757,3680
0.841755,3088
0.842756,3328
0.843754,2704
0.844756,2736
0.845756,4497
0.846757,5377
0.847755,2640
0.848758,4465
0.849756,3840
0.850756,3152
0.851755,2784
0.852758,4097
0.853757,3616
0.854756,2832
0.855757,2752
0.856754,3360
0.857755,2640
0.858756,3856
0.859756,2992
0.860755,3376
0.861756,3088
0.862756,4945
0.863756,3360
0.864757,3232
0.865757,2896
0.866753,3136
0.867758,3744
1.016353,3456
1.017299,3504
1.018009,3792
1.018691,4369
1.019373,2592
1.020127,2944
1.020806,3504
1.021490,3344
1.022172,4449
1.022876,4129
1.023555,2896
1.024239,3392
1.024926,2960
1.025608,3296
1.026291,4129
1.026983,3424
1.027661,2864
1.028372,2752
1.029060,4817
1.029747,2960
1.030433,6145
1.031123,5537
1.031812,4273
1.032497,3936
1.033187,3040
1.033878,3280
1.034756,3648
1.035756,3344
1.036756,4561
1.037756,3088
1.038756,2624
1.039756,2688
1.040754,2416
1.041758,5313
1.042756,3280
1.043754,3504
1.044755,4369
1.045758,3200
1.046756,4145
1.047757,3200
1.048756,3616
1.049756,3168
1.050756,2864
1.051756,2560
1.052755,2688
1.053756,3264
1.054754,4337
1.055756,2896
1.056756,2720
1.057754,3008
1.058756,2720
1.059758,2624
1.060777,2976
1.061757,4545
1.062755,2896
1.063756,3520
1.064756,4289
1.065756,3600
1.066756,3792
1.067758,3136
1.068755,2768
1.069757,3024
1.070755,2848
1.071756,3344
1.072756,2960
1.073756,2848
1.074758,3392
1.075756,3872
1.076757,3488
1.077756,3632
1.078757,3584
1.079756,2960
1.080758,2624
1.081758,3312
1.082756,3632
1.083756,4145
1.084756,2464
1.085758,3792
1.086758,2992
1.087756,2752
1.088756,3008
1.089754,4032
1.090757,3632
1.091755,3008
1.092756,2816
1.093757,3200
1.094755,3104
1.095756,3152
1.096756,2720
1.097756,3744
1.098757,5473
1.099756,2848
1.100756,2528
1.101756,3744
1.102757,2944
1.103756,2960
1.104758,3360
1.105756,3392
1.106756,2752
1.107757,2800
1.108756,2560
1.109754,3456
1.110758,4048
1.111756,3216
1.112758,3376
1.113757,2576
1.114755,3152
1.115756,3296
1.116756,2896
1.117757,3488
1.118756,2912
1.119756,2832
1.120756,3936
1.121755,3488
1.122756,2704
