Tempo(s),EMG_Value
0.005007,2272
0.006522,2816
0.006898,3296
0.007848,3392
0.008845,3376
0.009843,3536
0.010842,3616
0.011844,4177
0.012845,3408
0.013842,4545
0.014843,4257
0.015843,3488
0.016844,4048
0.017844,3920
0.018844,3872
0.019843,4961
0.020845,3600
0.021842,3872
0.022841,3168
0.023844,3136
0.024843,4465
0.025842,3664
0.026843,3424
0.027843,3552
0.028844,3328
0.029843,3552
0.030845,3600
0.031845,3680
0.032845,4032
0.033843,3968
0.034842,3600
0.035844,3568
0.036844,3984
0.037841,3392
0.038842,3728
0.039864,3264
0.040849,3296
0.041846,3456
0.042844,3616
0.043843,3392
0.044845,3376
0.045844,3616
0.046843,3552
0.047843,3344
0.048843,3552
0.049843,3264
0.050844,4993
0.051845,4113
0.052844,4993
0.053843,3712
0.054845,3792
0.055844,3984
0.056842,3344
0.057845,3536
0.058843,4048
0.059846,3568
0.060843,3376
0.061843,4609
0.062843,3552
0.063845,3536
0.064843,3296
0.065844,3632
0.066845,3616
0.067844,3408
0.068841,3344
0.069842,2704
0.070842,3168
0.071845,4625
0.072845,4129
0.073842,3168
0.074843,3712
0.075845,3472
0.076843,3424
0.077843,4016
0.078843,4000
0.079843,3488
0.080844,3456
0.081843,4513
0.082843,4401
0.083842,4048
0.084844,4016
0.085843,2768
0.086843,3408
0.087843,3776
0.088841,3984
0.089843,3552
0.090843,3408
0.091844,3872
0.092843,3888
0.093842,3584
0.094843,4064
0.095844,3536
0.096844,4032
0.097843,3712
0.098842,3584
0.099841,2848
0.100843,3360
0.101845,2704
0.102843,4401
0.103867,3104
0.104848,3552
0.105844,3728
0.106842,3712
0.107843,3520
0.108842,3840
0.109844,3616
0.110841,3488
0.111843,3232
0.112843,4689
0.113843,3568
0.114843,3232
0.115842,3504
0.116845,4257
0.117843,2976
0.118842,3120
0.119844,3664
0.120841,4048
0.121844,3696
0.122843,3808
0.123842,4129
0.124844,4161
0.125845,3424
0.126843,3360
0.127843,3424
0.128844,3344
0.129842,3408
0.130843,3840
0.131845,3264
0.132843,4561
0.133842,3488
0.134842,2960
0.135841,3104
0.136842,3424
0.137843,3664
0.138842,3392
0.139843,3536
0.140843,4257
0.141841,3808
0.142843,4000
0.143844,3632
0.144841,2496
0.145843,3488
0.146843,3872
0.147845,3744
0.148844,3104
0.149843,2896
0.150845,3904
0.151843,3664
0.152845,3328
0.153843,3088
0.154845,3312
0.155843,2992
0.156843,3168
0.157843,3424
0.158841,4177
0.159844,3648
0.160844,3152
0.161843,3296
0.162842,4225
0.163843,3744
0.164843,3264
0.165843,2832
0.166843,3456
0.167857,2640
0.168848,3600
0.169845,4497
0.170842,3456
0.171843,3616
0.172841,2832
0.173843,3360
0.174843,3600
0.175844,3360
0.176843,3392
0.177844,3456
0.178843,3728
0.179842,3328
0.180844,4433
0.181843,2592
0.182843,3792
0.183842,3968
0.184843,3760
0.185844,3840
0.186844,3888
0.187840,3136
0.188843,3520
0.189845,3456
0.190841,3136
0.191844,3456
0.192843,3392
0.193844,3712
0.194842,3152
0.195844,4145
0.196844,4705
0.197843,2944
0.198844,3392
0.199845,3456
0.200843,3296
0.201843,3920
0.202844,3744
0.203843,3472
0.327029,2992
0.327657,3904
0.328068,3296
0.328451,3376
0.328828,3424
0.329266,3152
0.329634,2976
0.330011,2992
0.330383,2976
0.330776,3344
0.331153,3088
0.331527,3456
0.331907,3120
0.332281,2944
0.332844,3488
0.333843,3600
0.334844,3600
0.335843,3376
0.336842,4000
0.337844,4000
0.338843,2912
0.339843,5073
0.340843,4369
0.341841,2960
0.342843,2752
0.343842,2464
0.344842,2304
0.345841,2880
0.346842,2656
0.347841,3296
0.348843,4401
0.349842,2736
0.350841,2576
0.351844,3408
0.352842,2864
0.353844,3392
0.354843,3216
0.355844,3216
0.356843,3200
0.357843,2960
0.358843,2784
0.359870,3088
0.360846,3984
0.361845,3600
0.362843,2944
0.363844,3840
0.364843,3120
0.365843,2496
0.366844,3168
0.367842,2256
0.368843,2736
0.369843,4753
0.370845,4048
0.371841,2816
0.372843,4833
0.373843,3120
0.374845,6209
0.375843,5009
0.376843,3328
0.377844,3184
0.378843,2864
0.379845,3184
0.380843,3264
0.381845,3648
0.382842,3264
0.383844,3136
0.384843,3376
0.385845,4161
0.386845,3296
0.387845,3584
0.388841,3488
0.389843,2624
0.390843,2528
0.391842,3632
0.392843,3328
0.393842,4705
0.394845,3728
0.395843,3648
0.396842,3088
0.397843,2576
0.398842,3280
0.399843,3152
0.400842,2912
0.401843,3536
0.402841,2944
0.403843,2848
0.404843,2624
0.405845,2848
0.406845,3552
0.407844,3744
0.408843,2736
0.409842,2768
0.410843,2720
0.411842,2832
0.412843,4353
0.413842,3136
0.414844,3024
0.415842,3472
0.416843,2736
0.417845,3280
0.418841,3280
0.419844,3024
0.420844,3088
0.421843,3088
0.422845,2976
0.423862,3152
0.424851,3888
0.425843,3120
0.426844,2736
0.427841,2752
0.428843,3392
0.429843,3200
0.430844,3200
0.431844,3728
0.432843,3568
0.433844,5841
0.434841,5297
0.435842,2944
0.436842,2656
