Tempo(s),EMG_Value
0.004504,832
0.006033,1344
0.006407,1312
0.007330,720
0.008324,816
0.009324,1024
0.010321,1024
0.011323,784
0.012322,640
0.013322,1008
0.014321,752
0.015320,928
0.016324,800
0.017322,992
0.018321,944
0.019320,832
0.020324,928
0.021323,864
0.022323,928
0.023321,768
0.024321,656
0.025322,1040
0.026322,1216
0.027324,768
0.028322,960
0.029320,832
0.030323,816
0.031324,736
0.032321,896
0.033323,896
0.034321,832
0.035323,816
0.036323,688
0.037320,960
0.038323,720
0.039322,720
0.040323,864
0.041322,1072
0.042323,1040
0.043322,912
0.044323,864
0.045322,848
0.046322,1072
0.047368,1024
0.048329,832
0.049325,928
0.050322,816
0.051321,752
0.052324,688
0.053322,928
0.054322,864
0.055321,768
0.056324,736
0.057322,800
0.058322,1200
0.059324,896
0.060322,896
0.061321,784
0.062324,848
0.063323,832
0.064322,912
0.065322,672
0.066322,1104
0.067321,1200
0.068321,576
0.069323,800
0.070322,976
0.071322,992
0.072322,1136
0.073322,1072
0.074319,720
0.075322,832
0.076322,928
0.077324,912
0.078321,672
0.079323,800
0.080323,976
0.081322,912
0.082324,1376
0.083324,864
0.084325,1088
0.085321,1088
0.086323,560
0.087320,544
0.088324,864
0.089322,1024
0.090324,928
0.091320,944
0.092322,1408
0.093322,848
0.094322,944
0.095321,912
0.096321,864
0.097323,640
0.098322,832
0.099323,768
0.100322,1024
0.101322,576
0.102322,1024
0.103320,704
0.104324,816
0.105322,1040
0.106323,864
0.107323,992
0.108321,688
0.109321,800
0.110322,768
0.111414,608
0.112331,640
0.113324,704
0.114322,768
0.115322,832
0.116322,688
0.117322,1152
0.118324,1024
0.119323,768
0.120324,848
0.121325,800
0.122322,1024
0.123322,800
0.124324,864
0.125322,1264
0.126322,912
0.127322,720
0.128324,832
0.129320,832
0.130321,592
0.131320,848
0.132323,704
0.133324,1120
0.134322,944
0.135323,784
0.136323,1232
0.137320,672
0.138323,784
0.139322,816
0.140324,848
0.141322,720
0.142323,1216
0.143321,832
0.144322,720
0.145322,848
0.146321,720
0.147322,816
0.148321,1888
0.149320,928
0.150322,2624
0.151321,1200
0.152322,672
0.153322,1232
0.154322,992
0.155323,816
0.156322,784
0.157322,976
0.158322,912
0.159321,1040
0.160323,800
0.161323,1184
0.162322,1024
0.163322,912
0.164322,560
0.165324,816
0.166321,752
0.167322,816
0.168323,816
0.169322,928
0.170323,832
0.171322,608
0.172323,832
0.173322,848
0.174323,832
0.175322,1200
0.176340,816
0.177325,992
0.178322,944
0.179323,912
0.180322,656
0.181322,960
0.182320,592
0.183323,704
0.184320,752
0.185321,1008
0.186323,608
0.187321,976
0.188322,816
0.189321,688
0.190322,896
0.191322,816
0.192320,608
0.193324,896
0.194322,944
0.195322,1136
0.196321,992
0.197322,1040
0.198322,848
0.199322,912
0.200320,944
0.201319,896
0.202323,800
0.203324,960
0.324422,784
0.325028,784
0.325438,720
0.325816,416
0.326186,592
0.326633,576
0.327003,912
0.327383,720
0.327760,960
0.328152,976
0.328529,704
0.328906,736
0.329282,768
0.329660,672
0.330322,720
0.331322,768
0.332322,704
0.333324,912
0.334322,640
0.335322,432
0.336323,768
0.337320,912
0.338322,816
0.339322,704
0.340322,576
0.341323,736
0.342323,784
0.343324,896
0.344323,896
0.345322,688
0.346321,496
0.347324,848
0.348324,816
0.349320,640
0.350322,1328
0.351323,1056
0.352323,688
0.353324,768
0.354323,672
0.355321,512
0.356323,400
0.357322,592
0.358322,768
0.359322,960
0.360321,576
0.361323,864
0.362322,1120
0.363322,608
0.364323,736
0.365320,432
0.366322,816
0.367350,912
0.368328,768
0.369323,640
0.370326,928
0.371320,1248
0.372324,928
0.373322,720
0.374323,848
0.375323,752
0.376321,384
0.377322,656
0.378323,784
0.379322,768
0.380320,752
0.381323,656
0.382322,672
0.383324,848
0.384321,800
0.385322,544
0.386322,992
0.387322,576
0.388322,640
0.389322,704
0.390322,912
0.391321,416
0.392322,752
0.393324,1024
0.394323,736
0.395322,576
0.396323,816
0.397322,896
0.398322,720
0.399321,512
0.400323,560
0.401324,816
0.402322,768
0.403323,672
0.404321,576
0.405321,480
0.406322,512
0.407322,640
0.408321,496
0.409321,416
0.410320,384
0.411321,736
0.412323,1008
0.413324,992
0.414320,816
0.415321,960
0.416322,704
0.417320,704
0.418321,480
0.419322,672
0.420322,640
0.421321,912
0.422323,768
0.423323,944
0.424321,528
0.425324,1200
0.426323,768
0.427322,512
0.428321,736
0.429322,816
0.430322,944
0.431343,416
0.432326,768
0.433327,896
0.434322,608
0.435322,464
0.436322,272
0.437322,928
0.438322,1040
0.439322,992
0.440320,400
0.441323,784
0.442322,544
0.443324,720
0.444324,848
0.445322,992
0.446322,640
0.447321,1024
0.448322,1376
0.449322,656
0.450323,592
0.451321,560
0.452323,560
0.453323,560
0.454322,512
0.455322,544
0.456322,576
0.457322,560
0.458323,528
0.459324,928
0.460323,896
0.461323,624
0.462323,672
0.463323,576
0.464322,736
0.465323,768
0.466321,544
0.467323,800
0.468322,512
0.469324,768
0.470320,464
0.471320,672
0.472321,560
0.473321,480
0.474324,832
0.475323,672
0.476323,512
0.477322,560
0.478323,1024
0.479320,1024
0.480324,800
0.481322,672
0.482321,688
0.483324,704
0.484321,400
0.485323,960
0.486320,736
0.487322,448
0.488321,576
0.489321,688
0.490322,592
0.491321,608
0.492322,848
0.493321,752
0.494323,688
0.495337,640
0.496329,960
0.497326,1152
0.498323,736
0.499322,592
0.500323,560
0.501322,944
0.502323,512
0.503323,1024
0.504322,432
0.505322,384
0.506322,544
0.507322,400
0.508324,592
0.509321,720
0.510324,1072
0.511321,320
0.512323,560
0.513323,432
0.514323,480
0.515321,480
0.663193,816
0.663986,816
0.664552,624
0.665081,816
0.665610,688
0.666200,688
0.666732,960
0.667257,816
0.667786,832
0.668337,704
0.668864,608
0.669397,832
0.669924,800
0.670460,800
0.670986,720
0.671516,416
0.672048,320
0.672603,688
0.673322,528
0.674321,592
0.675322,736
0.676323,576
0.677323,464
0.678322,336
0.679323,848
0.680322,528
0.681322,688
0.682323,528
0.683322,784
0.684320,1216
0.685324,512
0.686323,576
0.687345,672
0.688327,1168
0.689324,624
0.690324,576
0.691322,1168
0.692322,592
0.693323,896
0.694323,736
0.695322,752
0.696322,400
0.697323,448
0.698324,544
0.699322,624
0.700324,592
0.701323,464
0.702322,1024
0.703322,592
0.704322,1120
0.705322,768
0.706322,608
0.707322,592
0.708323,672
0.709322,544
0.710322,512
0.711322,688
0.712324,544
0.713322,784
0.714322,688
0.715323,464
0.716322,496
0.717324,576
0.718322,368
0.719322,432
0.720322,592
0.721323,768
0.722322,736
0.723322,592
0.724322,496
0.725324,656
0.726323,544
0.727322,640
0.728322,352
0.729322,592
0.730323,496
0.731323,848
0.732322,240
0.733322,608
0.734322,640
0.735321,464
0.736320,464
0.737323,512
0.738323,512
0.739322,640
0.740322,400
0.741321,304
0.742323,272
0.743324,688
0.744321,592
0.745323,480
0.746324,592
0.747319,528
0.748320,544
0.749322,736
0.750320,1152
0.751341,816
0.752329,736
0.753326,704
0.754323,448
0.755322,448
0.756321,704
0.757323,448
0.758322,816
0.759323,896
0.760322,432
0.761323,624
0.762322,512
0.763321,432
0.764321,528
0.765321,1184
0.766321,592
0.767322,784
0.768322,656
0.769322,624
0.770320,656
0.771323,400
0.772321,640
0.773322,720
0.774322,448
0.775324,464
0.776323,480
0.777322,944
0.778322,592
0.779321,704
0.780324,848
0.781322,752
0.782320,512
0.783322,672
0.784321,688
0.785322,896
0.786323,944
0.787322,640
0.788322,416
0.789324,448
0.790322,768
0.791320,592
0.792322,384
0.793323,352
0.794322,576
0.795322,480
0.796321,512
0.797322,864
0.798321,736
0.799324,480
0.800322,432
0.801320,480
0.802321,384
0.803322,512
0.804322,992
0.805323,976
0.806324,592
0.807322,416
0.808321,512
0.809322,416
0.810322,432
0.811322,736
0.812322,448
0.813322,496
0.814321,720
0.815371,592
0.816331,768
0.817324,368
0.818320,448
0.819322,640
0.820324,560
0.821323,608
0.822321,560
0.823320,928
0.824324,544
0.825323,352
0.826321,1184
0.827322,608
0.828324,704
0.829322,944
0.830322,288
0.831322,480
0.832322,304
0.833322,832
0.834323,496
0.835322,512
0.836322,656
0.837320,752
0.838321,352
0.839320,544
0.840324,608
0.841323,400
0.842322,448
0.843322,736
0.844322,688
0.845320,496
0.846324,336
0.847322,1152
0.848324,544
0.849322,832
0.850322,336
0.851321,464
0.852321,608
0.853323,608
0.854321,592
0.965779,912
0.966713,1072
0.967424,720
0.968107,1024
0.968787,848
0.969533,944
0.970211,800
0.970893,752
0.971575,672
0.972273,720
0.972951,384
0.973642,544
0.974325,592
0.975006,864
0.975694,576
0.976380,864
0.977060,896
0.977766,816
0.978457,912
0.979142,560
0.979831,704
0.980522,560
0.981205,896
0.981896,1152
0.982584,928
0.983322,768
0.984322,608
0.985322,544
0.986321,624
0.987323,592
0.988320,336
0.989323,448
0.990322,576
0.991325,592
0.992322,880
0.993323,480
0.994323,480
0.995323,416
0.996322,352
0.997321,640
0.998322,576
0.999322,432
1.000322,576
1.001323,512
1.002323,816
1.003321,336
1.004322,512
1.005322,304
1.006322,512
1.007321,944
1.008347,848
1.009324,592
1.010324,656
1.011322,544
1.012321,480
1.013320,368
1.014323,416
1.015324,512
1.016321,528
1.017324,560
