EMG_Value
2752
3552
3136
2512
3232
2400
2880
3264
3520
2688
2880
2960
3088
3072
4321
3552
3216
2224
3376
2944
2688
2592
3312
3808
2480
2720
3072
3984
3344
2512
3168
3120
3424
3152
2272
3248
2768
3024
2480
2784
4657
6225
4737
4881
3584
2352
3072
2512
2400
3072
3152
3136
3232
4609
2896
2992
3280
2752
3344
2864
3152
3328
3312
3168
2768
2496
2864
2960
2688
2768
4513
3008
3600
3344
4241
3072
2608
3200
2752
2752
3024
2832
3216
2912
3232
4545
2416
3232
4048
3280
2576
3872
1984
2864
2864
3136
3200
2752
2208
3360
2976
4897
3696
2864
2704
3904
4289
2384
2912
2768
3024
3200
2592
3040
2848
2816
3232
2912
2736
3104
2576
4129
3504
6913
4929
2736
3472
3792
4241
3296
3008
2256
2768
2864
3184
2720
2912
2864
3616
3072
4225
3008
3072
3520
4321
8946
4000
3584
2880
2912
3200
2960
2784
3200
3584
3360
3264
3136
3264
3136
2112
3088
3040
3200
4209
3120
2960
3504
3248
2768
2992
3120
3408
2848
2848
3440
2560
3328
2400
3264
2736
4305
3456
2736
3424
2992
2592
3232
4337
2848
2816
2432
2992
2464
2192
2432
1760
2096
3328
2752
2656
1632
2016
2000
1760
1824
2512
2048
1952
1888
2080
2736
2656
2560
1904
2048
1808
3488
2416
2208
2176
1856
2240
1872
2144
2992
2000
1728
1856
1744
1808
1616
1776
2656
1744
2352
1456
2096
2240
2528
2176
2144
1744
1712
704
1840
3408
3600
3040
3008
2000
1952
2224
2896
2192
1552
3936
10274
5329
5953
6449
2784
2528
3040
2000
2304
1824
2352
2128
1920
2048
1760
2096
2128
2112
1680
2016
1744
1808
3920
1952
1952
1696
1968
2640
2864
2464
2912
2400
2176
3824
2736
2688
2224
2608
3152
1584
3520
1968
2976
2208
3456
2480
2192
3248
1744
3760
3648
3472
1728
2560
3344
1968
1520
3088
3088
4064
2224
1728
2368
4129
2832
3232
3712
3392
2720
3424
2928
2848
3616
2976
2848
2544
3536
2896
2464
2688
3104
3472
3104
3632
2928
2448
2656
2240
2992
3072
2912
3872
2496
2896
2592
3120
3536
3728
3584
3152
3696
3008
2592
2880
3232
3920
3424
2288
2880
2464
2816
3472
2944
3296
3296
2592
3200
3712
3472
4273
3312
2864
3600
2336
2656
3600
3792
2736
2992
2640
3008
2800
3392
3488
3760
3360
2384
3104
2592
2560
3648
2880
3808
3984
2576
4801
4561
4401
3040
2656
2992
2736
5169
3600
2640
3184
3216
2448
4305
5281
2752
2624
2960
2560
2272
5217
7841
5041
3488
2944
4177
2528
5361
4625
3664
2496
3264
2816
2880
2848
2896
4289
2896
2640
2720
2752
5201
3200
2992
3472
3904
3568
3040
3376
2784
3376
3152
2832
3472
3152
3408
2928
2768
3072
2128
2352
3728
3648
3040
3104
2976
3872
4209
2240
3312
4481
4080
3024
2464
3216
2976
2560
2272
3904
4545
3312
2640
2480
3824
2736
2528
3584
4497
3344
3200
2656
1808
5937
2576
3856
2896
2192
2192
3296
2864
2624
2688
3712
3744
3232
3936
3600
3600
3520
2624
2352
2464
3072
3600
3984
3584
3056
3216
2496
2560
3392
2784
3728
2640
4625
4145
3648
3184
2560
3808
4417
3120
3680
3552
2944
2576
3168
2880
3120
3264
4273
3520
2304
3424
6113
5873
9778
6225
2944
4145
4705
5729
3152
4161
3200
3680
3248
3632
3424
2608
3408
3152
2944
3760
3008
2992
3824
3472
2848
2736
3680
3424
3200
3152
2864
3296
3472
3360
2720
3600
2720
3632
3280
3344
3632
2704
2912
3168
4369
3792
2896
2704
3248
2704
3520
3184
2560
3328
3152
3136
5089
4321
3360
3456
2512
3760
4032
3648
3232
3344
3600
2816
3840
2896
2752
3584
3200
3104
3520
2592
2896
2896
3376
3024
2768
3424
3520
2784
3024
3232
3376
3776
3360
3008
3552
3264
2512
3424
4769
2656
3216
4000
2592
2464
2752
2944
3216
3408
2736
2656
3536
2272
3584
2512
4401
4305
3712
3664
2832
2592
4064
2624
4257
2176
3984
2864
3728
3344
3792
3472
3504
2848
3936
3120
3168
3776
2656
2592
2288
4032
2656
2816
2704
3120
4545
2848
3200
3840
2880
4032
3664
3264
2848
2720
3152
3232
3392
3248
5169
8722
3792
3552
4481
2832
2864
2880
4609
3344
3168
3424
4449
3200
2864
3856
2864
3280
3168
3408
2976
3920
2736
3248
3712
3968
2944
2432
2656
3728
3648
3040
3520
2816
2576
2400
2864
3040
3504
6161
3728
3088
3776
4289
3152
2688
3856
3248
2832
2960
2512
3296
3024
3616
2912
2880
3376
3744
4833
3216
2896
2704
2720
4849
2560
2912
2368
3632
3776
3200
2896
3984
3648
2400
4048
2928
3680
3648
3232
3024
2592
3104
2528
4641
2912
3520
2864
3024
3280
3968
3136
5473
5217
4641
2960
1920
1952
3248
2080
1760
2752
2832
1920
1680
2160
7569
6913
4433
8177
3888
2800
3168
3264
3344
2816
2912
3984
3632
3056
3984
3488
3232
2560
2816
3264
3872
2992
3296
3408
3104
3376
2656
2928
3536
2448
2928
3280
3280
3040
2704
2864
2752
6785
3808
2576
2976
3680
4016
3008
3536
2784
3408
3936
3024
2960
3072
2960
3040
1808
2064
2432
2112
1664
2032
2720
3008
2496
2592
1968
2368
1536
1872
2336
1968
2048
2416
2256
1904
2784
3808
3152
4449
3008
2864
2352
3136
4417
6913
3536
3008
3216
2464
3328
4193
3504
3072
3072
3456
2912
2912
3520
3520
3136
3360
3264
4145
4080
3648
2960
2816
3088
4145
2496
2384
3504
3904
3824
2656
2608
3984
2752
4337
4305
3248
3904
2784
2640
3344
2848
3568
3456
3488
3728
3248
3760
3648
3088
4353
3728
3152
2848
2880
3152
3296
4161
4513
3152
4000
6145
8177
3888
3168
3056
3520
3680
3152
3808
3200
3264
3024
2464
2768
3376
3280
3792
4305
3264
4032
4321
3184
2960
3584
3792
3104
3008
4145
4577
3360
2784
2544
4913
3984
2656
2960
3344
3408
3968
3040
4865
2720
2528
6929
4064
3168
2992
2832
3088
3264
3472
3920
2960
2944
3104
2944
3568
2864
3488
4737
3600
2368
2752
2736
3760
3216
3200
3536
2992
3264
3024
3152
3376
3888
3600
3232
3456
3440
3296
3568
3200
2704
3552
3520
3472
2896
3904
3296
3136
3552
3520
3376
3072
2752
4385
4177
4048
2864
3216
3408
2832
3264
4273
3472
3248
2592
3840
3328
2400
4113
4305
4401
3520
3376
3040
3408
2608
3296
3840
3584
3616
3504
3648
2960
2912
3296
3984
3568
3440
5473
4417
3104
3072
3120
2560
2944
2960
10738
8658
6081
4000
3360
4353
3632
3680
1904
2176
2480
1856
2688
1856
2448
2304
2144
2976
2400
2528
3280
2128
2400
2240
1536
2160
2192
1984
3632
2080
2128
2656
2256
2432
2320
2528
3440
2176
1840
1776
2368
2160
2080
1696
2176
2480
2064
2544
2448
2000
2080
1952
2336
2160
1904
3504
2080
1920
1824
1984
2624
1872
2368
3936
2224
1984
2048
1792
2080
1664
2272
3696
2320
2192
1984
1808
1792
2240
2064
2576
2048
1856
1664
2272
2704
1792
1968
2224
3264
3200
3648
1888
2464
2496
1856
2384
1792
1888
2496
3792
4113
3808
3104
2832
3504
4225
2848
3088
3104
4016
4177
4129
3408
3712
3488
3568
6145
3840
4177
4193
3840
2608
3152
4080
3504
3968
3648
3408
3008
3424
3088
2864
3536
3104
3920
3456
3536
3360
3408
3264
3344
3968
2896
3248
3184
3216
3328
3680
3344
2880
3328
3008
3600
3680
3248
3136
3472
3264
3104
3296
3120
3232
2704
2976
3712
3008
3584
3296
3312
3264
3456
3312
3712
2944
3424
3088
3008
3904
2528
3152
3424
3280
3376
3520
4561
2880
4401
3648
2912
4241
2720
3376
3824
3088
2592
3024
3440
3136
3776
3168
3616
7265
8354
7569
4961
3088
3792
3424
3632
3584
3216
8610
5329
5345
3072
3248
4064
2656
3616
3392
3872
3360
3552
2608
3408
4193
3600
3856
3408
3424
3472
2880
2864
2816
3184
4609
3648
3008
3440
3840
3568
2976
2560
4193
5473
3040
3168
3472
3024
3232
3856
3488
3552
3312
3072
3376
5521
3968
3376
2464
3280
3152
4080
4064
3712
3616
3952
2960
3360
3104
3264
2944
3904
2912
3520
3296
3120
3744
2560
2752
3360
3792
3376
2896
3360
3088
3296
3520
3472
2832
2784
3648
7137
11410
8754
3024
2944
4577
3408
3024
3296
3200
3808
3312
2992
3200
3584
3312
4048
3216
3616
3504
5697
2624
2464
3504
2048
2240
1936
2176
2016
1552
2400
4913
2592
1952
2960
3248
3040
3472
2896
3168
2848
3248
3520
3200
3984
3024
4273
3792
2960
2944
3872
3632
2992
3008
3488
3456
3600
2448
3248
2896
2944
4401
4097
3472
3008
4016
3392
2912
3024
3760
4080
3888
2752
2352
3088
3936
3776
3152
3584
3584
3392
3488
2992
3792
4048
3024
3152
3568
3424
4353
4305
3696
3136
3520
3712
3456
3456
3616
3840
4161
2832
2800
3808
3408
3376
3104
3760
2976
3632
3168
3072
3152
3264
3584
3200
3968
3328
3856
3152
3152
3120
3296
3264
3680
3232
3424
3536
3824
3344
2896
2992
4625
3040
3168
3616
3312
2576
2960
4961
3568
3008
3152
4129
3904
3456
3488
4401
7617
3952
10946
5793
3264
2608
3296
3344
4481
3632
2448
3152
2304
4433
3088
2880
2896
6753
4080
2496
4289
2592
2896
3056
3152
4097
3136
4145
4417
3920
3376
3264
2400
3504
4161
3792
2688
3584
3472
3152
2736
2864
3952
3104
4032
3632
3232
3776
3600
3520
3648
3072
4321
3584
2848
3328
2432
3648
4016
4625
3536
3280
3712
3840
3360
3504
2880
4113
3584
4289
3664
2784
3008
2624
3008
4385
4449
3360
3472
3072
3776
5857
3552
4129
3216
2832
3440
2768
3488
2848
4241
3584
2768
4129
2848
3216
3376
3520
3120
4225
3328
4000
3360
3088
3248
3264
3216
2784
3696
3712
3456
3280
3232
3408
4145
2896
3024
2896
3072
4849
4097
2736
3168
3488
3200
3040
2912
3168
3312
3472
3904
3424
3328
3488
3856
2928
3168
4241
3408
3392
2784
3728
3408
8177
3856
3072
2896
3392
3904
3392
3008
3600
3792
3488
2912
4064
3840
3264
3328
3152
3024
3552
3904
3120
4000
3424
3808
3232
3328
2304
2048
1728
2176
2224
2400
2752
2704
3120
1664
3648
4737
3808
3152
4129
3552
3024
3792
2800
3728
3680
3648
3200
3600
3216
2976
3216
3600
2896
2832
2512
4177
3872
3472
3264
3904
3936
3376
3120
2608
3888
3632
2896
3424
3744
3632
3536
4305
3344
3568
3664
3072
3072
3360
3360
3264
2080
2992
2240
1936
1808
1904
2784
2336
1952
3008
2592
1888
3488
3984
5265
4289
7521
4241
2976
3200
4113
3424
3168
2832
4881
4513
3072
3264
3072
3616
3408
3616
3216
3808
3168
3856
3984
3280
3072
2976
3216
3200
7809
4401
4000
3376
3072
7649
7585
4801
4161
3520
3680
3248
4048
2592
3072
5665
3488
3488
3088
3152
2896
3280
2992
2656
5409
3952
4161
3728
3408
3664
3856
3456
3344
2944
2640
4401
2768
3504
2896
3200
3728
2912
3984
3616
3936
2512
3344
3712
5697
4000
2816
3488
3488
3456
3824
2848
3104
3232
3344
3600
4257
5665
3488
3216
3392
3536
3536
4129
3024
3088
3456
4016
2912
3136
3504
3584
3392
3392
3648
3648
3840
3840
3536
3392
3536
3712
3840
3136
3296
3792
2992
3264
3520
3904
4129
4225
3072
3296
4529
2816
2832
3376
2960
4433
3760
4289
3296
3392
3808
4145
3120
2576
4161
4433
3344
2640
2976
3424
4225
4032
3808
3104
2800
4577
3904
3616
3136
2864
2896
3312
5521
3760
4113
2992
2816
3280
3792
3552
3376
3568
3040
3280
4097
3280
3552
3168
3376
3952
3920
2800
2624
2768
3104
9282
9650
7857
3600
3472
2944
3088
3328
3760
4449
4113
2928
3904
4673
3744
3408
3264
3088
5041
4817
3648
3728
3344
3968
3088
3216
3232
2864
3472
3088
4161
4177
3120
3152
3200
3552
3856
3760
3888
3920
3680
3520
2992
4433
3920
3616
3376
3440
2848
2272
1760
2256
1952
1728
2304
2176
3008
2272
2560
5809
2496
2112
1904
2000
2144
2176
2368
4113
2144
2512
2512
2128
2256
2400
1728
2512
2208
2256
1552
1840
2016
1792
1888
2400
2288
1824
2816
1968
2528
2224
2256
2016
2128
2224
3200
1984
2208
1568
4817
8177
2400
7329
5377
2896
1984
2656
1680
2528
1952
2784
4577
2880
2176
4801
4225
2896
3840
1840
2144
1728
2320
2416
2096
1808
1744
2144
2208
2688
1824
2528
2288
1792
3120
2352
2112
1664
2000
1968
2352
1792
2912
2656
2560
1312
1744
2000
3408
5329
3728
2480
3344
3520
2864
4129
3376
3472
3632
3296
3424
3344
3264
3344
3360
4449
3904
4545
2960
2688
2688
3280
2624
6097
3808
3712
3936
3216
2896
2768
2528
4241
4609
4177
3408
2608
3552
3360
4048
3232
3360
5185
3728
3568
3648
3760
3728
3456
3584
3296
3472
2704
4417
3808
2848
2608
4417
2992
3072
2880
3712
2912
6465
3472
2992
3648
3424
3216
4161
3936
2880
3472
3072
2688
3024
3536
4016
3888
3552
2992
3664
3520
2688
3600
2960
5105
4673
6433
3840
3296
3248
3856
3408
3088
5601
5265
3632
2752
2576
4497
4080
2656
2976
2512
2880
5041
4209
3296
4305
4032
3712
4016
3968
3024
3472
3792
3600
4241
3504
3504
3936
3248
3952
3936
4289
4145
3936
3664
4753
3104
3600
4481
4625
3280
2720
3056
3376
4064
2432
3040
3312
4961
3632
4193
4561
4961
4113
3456
3856
3520
3216
3264
3520
3776
3504
2864
4225
6849
4481
3616
3168
4385
3616
3760
4177
4481
4737
3088
2944
3120
3600
3168
3088
3536
5265
2864
3088
3664
3984
3472
3280
3664
3888
3376
3712
4881
3504
3072
3248
3616
3376
3392
5537
3296
10034
4913
3648
3824
3888
3280
4161
1680
1888
2320
2112
1984
2304
2272
2144
1760
1792
2400
4241
4064
3328
4449
4929
3760
3712
3200
3296
3520
3120
3328
3824
2832
3616
3360
2880
4881
4353
3344
4321
4337
3712
3104
3280
4737
3712
4016
4048
3232
3152
3680
3520
3376
3488
6033
2816
3552
3216
5169
4177
3920
4369
4417
3040
3456
4032
4305
4177
4609
3152
3856
3040
3168
3904
2800
4113
3424
4785
4097
3440
3376
3472
2704
3376
4497
2944
3744
4513
3472
2608
2896
3552
4737
4241
3360
3984
3792
3424
3152
3616
3216
3744
4048
4080
3472
3536
4625
3888
3408
3152
3152
4161
3280
4032
4048
4289
3328
3312
5473
2832
9426
4913
3904
3392
3152
3024
2736
3488
2880
3504
2480
3648
4497
3152
3984
4177
3904
3648
2848
2768
2976
4385
3456
2880
3728
4481
4193
3168
3488
3120
3808
4433
3936
3648
4032
3296
3024
4225
3616
3408
3008
4385
3920
3344
3280
3808
3264
4113
4193
3232
4000
2960
3296
2960
4369
4897
2976
3712
3840
3552
2752
4097
3216
3264
3664
3328
3632
3280
4993
5089
4241
5185
3344
3904
4016
4881
2976
2544
3776
2896
4737
4897
4961
3216
3264
4769
3024
5025
3968
3488
3584
3136
3472
3888
3376
2880
3616
3680
2688
2976
3408
3024
4353
7857
4000
3200
2688
3888
3712
4193
3856
3216
4097
3520
3376
2592
2864
4273
3648
3648
3936
4000
2944
4497
3040
5121
7297
10018
5313
3920
4161
4353
2800
2960
4289
4016
4529
2784
3760
2656
4113
3680
2848
3616
3088
3792
4481
3616
3792
3872
3984
4113
3728
4000
3664
3120
4497
3120
3248
2880
3744
3712
3408
4064
3200
3168
4289
5729
4048
4417
3680
3040
3616
3088
3392
3072
4064
3968
4129
4113
2992
3024
4433
3776
4737
3248
3856
4321
2288
3056
2336
2560
3456
3120
2240
1760
3648
2800
2496
2336
2112
2384
1792
1632
2944
2464
2432
2752
1824
1696
2128
2432
2528
2240
1888
2048
1840
2720
2368
2080
2592
3024
2880
2000
1744
1568
1616
3424
7441
2240
8161
5025
3008
1664
2480
2368
1952
1808
2288
1680
1856
2288
2224
2656
2224
1824
2848
2368
2416
1056
2352
2960
2992
2240
1968
1744
2064
2752
2240
2544
3856
3536
2656
2432
2000
3088
2336
2144
1936
1664
2512
2720
2000
2560
2224
2192
2192
2272
2000
1952
1696
2560
1632
2384
2992
1936
1712
2816
3296
3136
1808
2208
2912
2240
1872
1472
1856
2144
2832
3616
4545
3904
4289
4032
2752
3376
4016
4048
3840
2912
3120
2720
3936
3984
4321
3504
2864
3232
4193
3744
3264
4048
4481
3152
3568
3488
3008
4673
4064
3504
3968
3632
3504
3152
3408
4289
3312
3376
3616
4545
3488
3536
3376
3744
4577
3632
3440
3408
2896
3680
6497
4769
2816
2496
4657
3520
4449
3856
2800
4289
2880
3152
5729
4177
3504
4497
3584
5153
4369
2544
3344
4657
3376
4000
3328
3264
3520
3152
4177
3744
3328
3856
3648
10466
4897
4705
3152
3392
3616
4769
4369
3600
2656
4129
3504
3936
3472
3856
4064
3472
3520
3424
2848
5185
5345
6049
3664
3536
3824
3120
4305
4177
2816
4032
3520
3520
3232
3584
3680
3632
3904
4225
3888
4064
2608
3280
3328
4481
3648
4064
3232
2960
4945
4577
3344
2896
3120
6561
4961
3296
3328
2368
3488
4593
3424
3136
2736
4305
6033
3392
3856
3872
4337
3296
3440
5553
5041
4032
2496
3696
2976
3472
3600
3632
4129
3808
3776
4657
5857
3536
3008
3280
2352
4032
4145
4273
3472
3056
1808
3328
3616
3856
4385
5361
3136
5425
4401
2688
2304
1936
2016
3136
6865
6833
4353
8850
6273
3040
2336
3632
3808
3248
3248
4080
3216
3216
3712
4097
3760
3616
4321
4353
3664
3552
3088
3344
4673
4497
3840
4321
3648
3088
3760
4193
3872
3664
3008
3664
3968
3120
3648
3504
3280
3152
5713
3936
4289
3296
3664
2576
4225
4945
4097
3408
2272
3776
2880
3408
3040
4385
4593
5153
3616
3472
3984
3888
3360
3952
3040
3984
4273
4241
3168
3296
3888
4369
4032
4016
3712
3024
3968
4433
3584
2128
4113
4097
2912
2816
3936
6705
3984
2384
3504
3856
4113
4353
3232
3728
3008
4305
4625
2064
3280
4064
3136
3152
2912
5025
3872
4241
3632
2736
4769
4241
5969
8690
6561
3504
2864
2784
4225
4321
3088
3792
3424
4032
4321
3328
3792
4705
4048
3040
3824
3424
3200
3648
3680
3520
3248
3616
3888
2224
3024
3744
4801
5201
3648
4097
3904
4417
2912
3408
4129
2576
4048
4161
1616
3152
6913
4032
4657
3936
3616
3232
3360
3680
3200
3312
3136
3840
3088
4016
3792
3104
3808
3280
3216
3728
3888
4913
2768
3856
4113
3648
3856
2768
3280
2368
5105
3168
3984
2768
6209
7169
4273
4129
4209
3456
2928
3008
3936
3136
3072
3664
2624
4016
4305
5905
4161
3552
3712
3120
4016
3232
3232
2128
4721
9138
9874
8898
3504
3136
3088
2592
3424
4449
3632
3424
3328
3920
3264
2864
4064
3696
3360
3600
3296
4305
5729
5953
3984
2752
4465
3904
3456
4032
3232
3344
4337
4080
3616
3408
4048
2992
4369
1376
4000
5057
6161
4449
3728
3344
3824
4032
3632
3120
3872
2400
3360
2960
1760
3680
4897
3328
3504
2112
7329
4497
2576
3792
3264
4113
2400
3584
4513
3520
3968
3584
3680
4417
3920
4577
2832
3632
4321
3616
2960
2240
2384
3872
2656
1872
3488
2256
1856
1568
2960
3008
2624
1936
2176
3584
3280
3264
3344
3776
5089
4097
2688
4145
3808
3392
4064
3792
4305
3328
3552
3392
3408
3840
3536
4080
3728
5761
11778
4849
14883
4897
3648
2720
4177
4145
3712
3632
2976
4241
4113
3264
3392
3568
3552
3936
2480
3216
2112
4289
3552
3552
3664
3968
2720
3632
5297
4993
3808
3328
4177
4289
3344
2944
3472
2816
4080
2784
912
3728
4881
3840
3936
1968
2656
4545
4465
3552
3200
4161
4016
3072
2128
3872
1984
4129
3712
3584
2624
4625
2576
5137
3152
3216
3808
3248
2784
3280
3072
3120
5089
5729
6449
5025
3904
3136
3712
3120
3584
4305
3472
3152
3712
4225
2768
3376
3856
3520
4641
4449
3680
3600
1760
5489
2112
3392
4417
1424
3664
2400
3664
4529
2544
3728
4097
6609
3728
3184
4241
2064
2864
2256
4048
2976
3168
3728
5041
3344
1632
3664
3872
3648
3872
4129
3472
720
2240
3488
4064
3392
7617
3632
4369
3456
3392
4048
1696
4145
4993
5377
5793
4753
3168
3152
4193
1952
1920
1952
3536
5041
4529
3216
3168
3216
2096
3872
2480
1408
3984
3376
3280
2240
4032
2736
3904
2768
3280
1872
3152
4305
3728
3360
4048
3840
4753
3872
4257
3696
2304
3520
3808
2528
3840
3072
3968
4289
2768
1872
3280
3728
3888
2688
2960
4833
2768
5857
3904
3664
2896
2000
3424
5905
4177
2656
1808
3072
4177
3456
3952
2464
2672
3504
4497
5265
2448
3872
3504
3584
4145
896
4113
4945
4817
3616
1920
3328
1408
6305
5425
3536
3440
3920
2976
3808
2320
2896
4353
3808
3392
1072
3232
3488
3552
6561
6993
4369
3648
1424
1360
8097
9490
6625
4064
3504
4881
4529
2288
3152
1808
3392
2736
4369
2576
2016
2112
1808
2512
1808
2128
2672
2112
2000
2880
2336
2064
1936
1984
2272
2192
2256
3408
2208
2336
1728
1744
2704
3824
2192
2464
1712
1680
2592
2352
2272
2784
2080
2048
1984
2640
2000
1872
4673
2976
2480
1968
2000
2336
2080
1744
2704
1872
2208
1760
2240
2640
1920
2816
4129
1968
1696
1872
1856
2576
1840
2048
2816
2336
2592
4289
2112
1792
1888
2144
2608
1744
2400
3600
2304
2000
2208
3136
2768
3712
2800
4865
1920
1712
2144
2592
2528
2368
2736
3056
1936
1872
1760
2384
3472
5473
7137
4064
3152
5217
4561
2384
2096
1632
2288
2848
4032
5073
3216
4673
3776
4497
7377
8370
8866
4417
3808
3520
2016
4048
3616
1712
1968
3968
1856
4016
4064
3520
512
4385
5041
3872
3776
3776
3088
1360
3504
1600
2192
2160
1728
3248
4801
4321
4225
2080
3616
4817
2480
3856
2304
3392
3232
3776
2016
2576
1712
3184
3360
3456
1760
6321
3856
3792
1728
3984
3744
3152
2736
3536
3472
1888
4753
4193
3280
2272
816
3232
2336
4609
4369
4257
4225
1744
3792
2608
3760
3744
4097
4193
3664
3888
2816
3552
3984
2816
1168
1984
1408
3472
3344
1872
2576
3920
1296
3728
4449
3024
4048
2560
5297
4529
1728
3312
1872
4177
2480
3264
3968
3312
3408
3520
5041
3552
1184
3872
2208
1840
4945
4097
3936
8386
5361
2160
3552
2384
4273
2992
3376
5281
4785
4257
960
1568
4369
4369
3280
3472
1440
3392
4481
2752
2464
1840
3920
3712
5729
2784
2432
2368
4097
3584
3328
3888
4064
3520
3328
3456
3664
3344
4145
2352
4353
2096
1120
4673
1792
3584
3920
3856
464
3616
2144
4193
5153
2368
5489
3728
304
3696
3280
3392
3872
5121
4449
2720
1648
4705
3888
416
3904
3728
2960
3568
2208
2400
1680
2464
2240
2128
2624
2624
2336
1776
2112
2096
1968
1184
2768
1232
4433
1968
1248
3680
3616
2880
2976
4080
2192
1808
2720
4305
3264
2320
3280
2784
2640
4000
3264
5025
4321
2464
2112
3744
3776
1104
2224
3168
2784
3920
2128
3344
640
6561
3040
1584
3392
2688
1792
10594
4481
2336
4481
2064
3712
3792
1760
848
4545
6321
3840
2464
3152
3104
3936
3552
3456
3152
3888
2336
4513
4561
2256
2288
4097
1760
3296
2176
4785
4737
3392
1744
5457
4257
1152
1808
1248
5073
5201
1600
2320
2848
3360
2384
2448
4080
3456
2192
3472
4449
2224
1952
4865
4129
2032
3504
4064
3648
2912
1488
2784
3088
3744
2816
3584
3808
3216
3760
3552
4257
4000
2464
1664
4016
2512
3872
3712
4241
1552
2944
2704
3280
2272
1872
3600
3424
2576
1376
2256
3312
4145
3216
4305
1536
3728
3360
1680
3264
4321
3888
4785
4993
3744
3568
4385
